Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2014,12165,030600503,TIF VIL OF HOMEWOOD-SOUTHWEST,0.000,17.234
2014,12165,041060000,SCHOOL DISTRICT 153,5.947,17.234
2014,12165,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.255,17.234
2014,12165,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,17.234
2014,12165,050490000,HOMEWOOD FLOSSMOOR PARK DISTRICT,0.998,17.234
2014,12165,060230000,HOMEWOOD PUBLIC LIBRARY DISTRICT,0.734,17.234
2014,12165,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,17.234
2014,12165,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,17.234
2014,12166,010010000,COUNTY OF COOK,0.568,14.401
2014,12166,010010001,CONSOLIDATED ELECTIONS,0.000,14.401
2014,12166,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,14.401
2014,12166,020030000,TOWN   BLOOM,0.219,14.401
2014,12166,020030002,GENERAL ASSISTANCE   BLOOM,0.084,14.401
2014,12166,020030003,ROAD AND BRIDGE BLOOM,0.068,14.401
2014,12166,031190000,VILLAGE OF SOUTH CHICAGO HEIGHTS,3.551,14.401
2014,12166,031190500,TIF VIL OF SO CHICAGO HTS-CHI RD/SAUK TRAIL,0.000,14.401
2014,12166,041270000,SCHOOL DISTRICT  194,4.768,14.401
2014,12166,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,14.401
2014,12166,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,14.401
2014,12166,060490000,STEGER SOUTH CHICAGO HTS PUB LIBRARY DIST,0.258,14.401
2014,12166,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,14.401
2014,12166,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,14.401
2014,12167,010010000,COUNTY OF COOK,0.568,15.792
2014,12167,010010001,CONSOLIDATED ELECTIONS,0.000,15.792
2014,12167,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,15.792
2014,12167,020030000,TOWN   BLOOM,0.219,15.792
2014,12167,020030002,GENERAL ASSISTANCE   BLOOM,0.084,15.792
2014,12167,020030003,ROAD AND BRIDGE BLOOM,0.068,15.792
2014,12167,031190000,VILLAGE OF SOUTH CHICAGO HEIGHTS,3.551,15.792
2014,12167,031190500,TIF VIL OF SO CHICAGO HTS-CHI RD/SAUK TRAIL,0.000,15.792
2014,12167,041210000,SCHOOL DISTRICT  170,6.159,15.792
2014,12167,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,15.792
2014,12167,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,15.792
2014,12167,060490000,STEGER SOUTH CHICAGO HTS PUB LIBRARY DIST,0.258,15.792
2014,12167,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,15.792
2014,12167,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.792
2014,12168,010010000,COUNTY OF COOK,0.568,17.234
2014,12168,010010001,CONSOLIDATED ELECTIONS,0.000,17.234
2014,12168,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,17.234
2014,12168,020030000,TOWN   BLOOM,0.219,17.234
2014,12168,020030002,GENERAL ASSISTANCE   BLOOM,0.084,17.234
2014,12168,020030003,ROAD AND BRIDGE BLOOM,0.068,17.234
2014,12168,030600000,VILLAGE OF   HOMEWOOD,1.817,17.234
2014,12168,030600502,TIF VIL OF HOMEWOOD-187TH ST/DIXIE HWY,0.000,17.234
2014,12168,041060000,SCHOOL DISTRICT 153,5.947,17.234
2014,12168,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.255,17.234
2014,12168,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,17.234
2014,12168,050490000,HOMEWOOD FLOSSMOOR PARK DISTRICT,0.998,17.234
2014,12168,060230000,HOMEWOOD PUBLIC LIBRARY DISTRICT,0.734,17.234
2014,12168,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,17.234
2014,12168,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,17.234
2014,12169,010010000,COUNTY OF COOK,0.568,17.507
2014,12169,010010001,CONSOLIDATED ELECTIONS,0.000,17.507
2014,12169,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,17.507
2014,12169,020030000,TOWN   BLOOM,0.219,17.507
2014,12169,020030002,GENERAL ASSISTANCE   BLOOM,0.084,17.507
2014,12169,020030003,ROAD AND BRIDGE BLOOM,0.068,17.507
2014,12169,030600000,VILLAGE OF   HOMEWOOD,1.817,17.507
2014,12169,030600502,TIF VIL OF HOMEWOOD-187TH ST/DIXIE HWY,0.000,17.507
2014,12169,041150000,SCHOOL DISTRICT 161,6.220,17.507
2014,12169,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.255,17.507
2014,12169,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,17.507
2014,12169,050490000,HOMEWOOD FLOSSMOOR PARK DISTRICT,0.998,17.507
2014,12169,060230000,HOMEWOOD PUBLIC LIBRARY DISTRICT,0.734,17.507
2014,12169,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,17.507
2014,12169,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,17.507
2014,12171,010010000,COUNTY OF COOK,0.568,15.393
2014,12171,010010001,CONSOLIDATED ELECTIONS,0.000,15.393
2014,12171,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,15.393
2014,12171,020030000,TOWN   BLOOM,0.219,15.393
2014,12171,020030002,GENERAL ASSISTANCE   BLOOM,0.084,15.393
2014,12171,020030003,ROAD AND BRIDGE BLOOM,0.068,15.393
2014,12171,030710000,VILLAGE OF   LYNWOOD,1.375,15.393
2014,12171,030710501,TIF VIL OF LYNWOOD-GLENWOOD LANSING/TORRENCE,0.000,15.393
2014,12171,041220000,SCHOOL DISTRICT  171,5.726,15.393
2014,12171,042160000,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,5.335,15.393
2014,12171,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.599,15.393
2014,12171,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,0.903,15.393
2014,12171,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,15.393
2014,12171,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.393
2014,12172,010010000,COUNTY OF COOK,0.568,14.258
2014,12172,010010001,CONSOLIDATED ELECTIONS,0.000,14.258
2014,12172,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,14.258
2014,12172,020030000,TOWN   BLOOM,0.219,14.258
2014,12172,020030002,GENERAL ASSISTANCE   BLOOM,0.084,14.258
2014,12172,020030003,ROAD AND BRIDGE BLOOM,0.068,14.258
2014,12172,030710000,VILLAGE OF   LYNWOOD,1.375,14.258
2014,12172,030710501,TIF VIL OF LYNWOOD-GLENWOOD LANSING/TORRENCE,0.000,14.258
2014,12172,041220000,SCHOOL DISTRICT  171,5.726,14.258
2014,12172,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,14.258
2014,12172,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,14.258
2014,12172,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,0.903,14.258
2014,12172,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,14.258
2014,12172,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,14.258
2014,12173,010010000,COUNTY OF COOK,0.568,18.502
2014,12173,010010001,CONSOLIDATED ELECTIONS,0.000,18.502
2014,12173,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,18.502
2014,12173,020030000,TOWN   BLOOM,0.219,18.502
2014,12173,020030002,GENERAL ASSISTANCE   BLOOM,0.084,18.502
2014,12173,020030003,ROAD AND BRIDGE BLOOM,0.068,18.502
2014,12173,030480000,VILLAGE OF GLENWOOD,5.343,18.502
2014,12173,030480502,TIF VIL OF GLENWOOD-MAIN ST,0.000,18.502
2014,12173,041180000,SCHOOL DISTRICT  167,6.002,18.502
2014,12173,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,18.502
2014,12173,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,18.502
2014,12173,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,0.903,18.502
2014,12173,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,18.502
2014,12173,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,18.502
2014,12174,010010000,COUNTY OF COOK,0.568,16.190
2014,12174,010010001,CONSOLIDATED ELECTIONS,0.000,16.190
2014,12174,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,16.190
2014,12174,020030000,TOWN   BLOOM,0.219,16.190
2014,12174,020030002,GENERAL ASSISTANCE   BLOOM,0.084,16.190
2014,12174,020030003,ROAD AND BRIDGE BLOOM,0.068,16.190
2014,12174,031140000,VILLAGE OF   SAUK VILLAGE,4.671,16.190
2014,12174,041270000,SCHOOL DISTRICT  194,4.768,16.190
2014,12174,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,16.190
2014,12174,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,16.190
2014,12174,060320000,NANCY L MCCONATHY PUBLIC LIBRARY DIST,0.497,16.190
2014,12174,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,16.190
2014,12174,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,16.190
2014,12175,010010000,COUNTY OF COOK,0.568,18.502
2014,12175,010010001,CONSOLIDATED ELECTIONS,0.000,18.502
2014,12175,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,18.502
2014,12175,020030000,TOWN   BLOOM,0.219,18.502
2014,12175,020030002,GENERAL ASSISTANCE   BLOOM,0.084,18.502
2014,12175,020030003,ROAD AND BRIDGE BLOOM,0.068,18.502
2014,12175,030480000,VILLAGE OF GLENWOOD,5.343,18.502
2014,12175,030480503,TIF VIL OF GLENWOOD-HALSTED/HOLBROOK,0.000,18.502
2014,12175,041180000,SCHOOL DISTRICT  167,6.002,18.502
2014,12175,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,18.502
2014,12175,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,18.502
2014,12175,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,0.903,18.502
2014,12175,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,18.502
2014,12175,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,18.502
2014,12176,010010000,COUNTY OF COOK,0.568,18.669
2014,12176,010010001,CONSOLIDATED ELECTIONS,0.000,18.669
2014,12176,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,18.669
2014,12176,020030000,TOWN   BLOOM,0.219,18.669
2014,12176,020030002,GENERAL ASSISTANCE   BLOOM,0.084,18.669
2014,12176,020030003,ROAD AND BRIDGE BLOOM,0.068,18.669
2014,12176,030220000,CITY OF   CHICAGO HEIGHTS,6.092,18.669
2014,12176,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.321,18.669
2014,12176,041180000,SCHOOL DISTRICT  167,6.002,18.669
2014,12176,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,18.669
2014,12176,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,18.669
2014,12176,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,18.669
2014,12176,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,18.669
2014,12177,010010000,COUNTY OF COOK,0.568,38.021
2014,12177,010010001,CONSOLIDATED ELECTIONS,0.000,38.021
2014,12177,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,38.021
2014,12177,020030000,TOWN   BLOOM,0.219,38.021
2014,12177,020030002,GENERAL ASSISTANCE   BLOOM,0.084,38.021
2014,12177,020030003,ROAD AND BRIDGE BLOOM,0.068,38.021
2014,12177,030410000,VILLAGE OF FORD HEIGHTS,11.379,38.021
2014,12177,041200000,SCHOOL DISTRICT  169,20.004,38.021
2014,12177,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,38.021
2014,12177,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,38.021
2014,12177,050345000,FORD HEIGHTS PARK DISTRICT,0.341,38.021
2014,12177,060140000,FORD HEIGHTS PUBLIC LIBRARY DISTRICT,0.473,38.021
2014,12177,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,38.021
2014,12178,010010000,COUNTY OF COOK,0.568,20.371
2014,12178,010010001,CONSOLIDATED ELECTIONS,0.000,20.371
2014,12178,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,20.371
2014,12178,020030000,TOWN   BLOOM,0.219,20.371
2014,12178,020030002,GENERAL ASSISTANCE   BLOOM,0.084,20.371
2014,12178,020030003,ROAD AND BRIDGE BLOOM,0.068,20.371
2014,12178,030220000,CITY OF   CHICAGO HEIGHTS,6.092,20.371
2014,12178,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.321,20.371
2014,12178,041150000,SCHOOL DISTRICT 161,6.220,20.371
2014,12178,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.255,20.371
2014,12178,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,20.371
2014,12178,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,20.371
2014,12178,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,20.371
2014,12179,010010000,COUNTY OF COOK,0.568,31.402
2014,12179,010010001,CONSOLIDATED ELECTIONS,0.000,31.402
2014,12179,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,31.402
2014,12179,020030000,TOWN   BLOOM,0.219,31.402
2014,12179,020030002,GENERAL ASSISTANCE   BLOOM,0.084,31.402
2014,12179,020030003,ROAD AND BRIDGE BLOOM,0.068,31.402
2014,12179,031140000,VILLAGE OF   SAUK VILLAGE,4.671,31.402
2014,12179,041200000,SCHOOL DISTRICT  169,20.004,31.402
2014,12179,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,31.402
2014,12179,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,31.402
2014,12179,060140000,FORD HEIGHTS PUBLIC LIBRARY DISTRICT,0.473,31.402
2014,12179,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,31.402
2014,12179,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,31.402
2014,12180,010010000,COUNTY OF COOK,0.568,28.106
2014,12180,010010001,CONSOLIDATED ELECTIONS,0.000,28.106
2014,12180,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,28.106
2014,12180,020030000,TOWN   BLOOM,0.219,28.106
2014,12180,020030002,GENERAL ASSISTANCE   BLOOM,0.084,28.106
2014,12180,020030003,ROAD AND BRIDGE BLOOM,0.068,28.106
2014,12180,030710000,VILLAGE OF   LYNWOOD,1.375,28.106
2014,12180,041200000,SCHOOL DISTRICT  169,20.004,28.106
2014,12180,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,28.106
2014,12180,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,28.106
2014,12180,060140000,FORD HEIGHTS PUBLIC LIBRARY DISTRICT,0.473,28.106
2014,12180,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,28.106
2014,12180,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,28.106
2014,12181,010010000,COUNTY OF COOK,0.568,19.279
2014,12181,010010001,CONSOLIDATED ELECTIONS,0.000,19.279
2014,12181,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,19.279
2014,12181,020030000,TOWN   BLOOM,0.219,19.279
2014,12181,020030002,GENERAL ASSISTANCE   BLOOM,0.084,19.279
2014,12181,020030003,ROAD AND BRIDGE BLOOM,0.068,19.279
2014,12181,030220000,CITY OF   CHICAGO HEIGHTS,6.092,19.279
2014,12181,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.321,19.279
2014,12181,030220504,TIF CITY OF CHICAGO HEIGHTS-BLOOM TWP PLAZA,0.000,19.279
2014,12181,041210000,SCHOOL DISTRICT  170,6.159,19.279
2014,12181,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,19.279
2014,12181,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,19.279
2014,12181,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.883,19.279
2014,12181,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,19.279
2014,12181,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,19.279
2014,12182,010010000,COUNTY OF COOK,0.568,17.169
2014,12182,010010001,CONSOLIDATED ELECTIONS,0.000,17.169
2014,12182,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,17.169
2014,12182,020030000,TOWN   BLOOM,0.219,17.169
2014,12182,020030002,GENERAL ASSISTANCE   BLOOM,0.084,17.169
2014,12182,020030003,ROAD AND BRIDGE BLOOM,0.068,17.169
2014,12182,030480000,VILLAGE OF GLENWOOD,5.343,17.169
2014,12182,041180000,SCHOOL DISTRICT  167,6.002,17.169
2014,12182,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,17.169
2014,12182,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,17.169
2014,12182,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,17.169
2014,12182,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,17.169
2014,12183,010010000,COUNTY OF COOK,0.568,13.046
2014,12183,010010001,CONSOLIDATED ELECTIONS,0.000,13.046
2014,12183,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,13.046
2014,12183,020030000,TOWN   BLOOM,0.219,13.046
2014,12183,020030002,GENERAL ASSISTANCE   BLOOM,0.084,13.046
2014,12183,020030003,ROAD AND BRIDGE BLOOM,0.068,13.046
2014,12183,031210000,VILLAGE OF   STEGER,2.196,13.046
2014,12183,031210500,TIF VIL OF STEGER,0.000,13.046
2014,12183,041270000,SCHOOL DISTRICT  194,4.768,13.046
2014,12183,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,13.046
2014,12183,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,13.046
2014,12183,060490000,STEGER SOUTH CHICAGO HTS PUB LIBRARY DIST,0.258,13.046
2014,12183,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,13.046
2014,12183,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.046
2014,12184,010010000,COUNTY OF COOK,0.568,17.736
2014,12184,010010001,CONSOLIDATED ELECTIONS,0.000,17.736
2014,12184,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,17.736
2014,12184,020030000,TOWN   BLOOM,0.219,17.736
2014,12184,020030002,GENERAL ASSISTANCE   BLOOM,0.084,17.736
2014,12184,020030003,ROAD AND BRIDGE BLOOM,0.068,17.736
2014,12184,031140000,VILLAGE OF   SAUK VILLAGE,4.671,17.736
2014,12184,031140503,TIF VIL OF SAUK VILLAGE-4,0.000,17.736
2014,12184,041190000,SCHOOL DISTRICT C C  168,6.314,17.736
2014,12184,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,17.736
2014,12184,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,17.736
2014,12184,060320000,NANCY L MCCONATHY PUBLIC LIBRARY DIST,0.497,17.736
2014,12184,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,17.736
2014,12184,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,17.736
2014,12185,010010000,COUNTY OF COOK,0.568,13.046
2014,12185,010010001,CONSOLIDATED ELECTIONS,0.000,13.046
2014,12185,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,13.046
2014,12185,020030000,TOWN   BLOOM,0.219,13.046
2014,12185,020030002,GENERAL ASSISTANCE   BLOOM,0.084,13.046
2014,12185,020030003,ROAD AND BRIDGE BLOOM,0.068,13.046
2014,12185,031210000,VILLAGE OF   STEGER,2.196,13.046
2014,12185,031210501,TIF VIL OF STEGER-30TH ST/LOVEROCK AVE,0.000,13.046
2014,12185,041270000,SCHOOL DISTRICT  194,4.768,13.046
2014,12185,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,13.046
2014,12185,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,13.046
2014,12185,060490000,STEGER SOUTH CHICAGO HTS PUB LIBRARY DIST,0.258,13.046
2014,12185,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,13.046
2014,12185,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.046
2014,12186,010010000,COUNTY OF COOK,0.568,19.279
2014,12186,010010001,CONSOLIDATED ELECTIONS,0.000,19.279
2014,12186,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,19.279
2014,12186,020030000,TOWN   BLOOM,0.219,19.279
2014,12186,020030002,GENERAL ASSISTANCE   BLOOM,0.084,19.279
2014,12186,020030003,ROAD AND BRIDGE BLOOM,0.068,19.279
2014,12186,030220000,CITY OF   CHICAGO HEIGHTS,6.092,19.279
2014,12186,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.321,19.279
2014,12186,030220507,TIF CITY OF CHICAGO HEIGHTS-8,0.000,19.279
2014,12186,041210000,SCHOOL DISTRICT  170,6.159,19.279
2014,12186,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,19.279
2014,12186,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,19.279
2014,12186,050190000,CHICAGO HEIGHTS PARK DISTRICT,0.883,19.279
2014,12186,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,19.279
2014,12186,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,19.279
2014,12187,010010000,COUNTY OF COOK,0.568,17.736
2014,12187,010010001,CONSOLIDATED ELECTIONS,0.000,17.736
2014,12187,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,17.736
2014,12187,020030000,TOWN   BLOOM,0.219,17.736
2014,12187,020030002,GENERAL ASSISTANCE   BLOOM,0.084,17.736
2014,12187,020030003,ROAD AND BRIDGE BLOOM,0.068,17.736
2014,12187,031140000,VILLAGE OF   SAUK VILLAGE,4.671,17.736
2014,12187,031140503,TIF VIL OF SAUK VILLAGE-4,0.000,17.736
2014,12187,041190000,SCHOOL DISTRICT C C  168,6.314,17.736
2014,12187,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,17.736
2014,12187,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,17.736
2014,12187,060320000,NANCY L MCCONATHY PUBLIC LIBRARY DIST,0.497,17.736
2014,12187,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.430,17.736
2014,12187,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,17.736
2014,12188,010010000,COUNTY OF COOK,0.568,18.239
2014,12188,010010001,CONSOLIDATED ELECTIONS,0.000,18.239
2014,12188,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,18.239
2014,12188,020030000,TOWN   BLOOM,0.219,18.239
2014,12188,020030002,GENERAL ASSISTANCE   BLOOM,0.084,18.239
2014,12188,020030003,ROAD AND BRIDGE BLOOM,0.068,18.239
2014,12188,030220000,CITY OF   CHICAGO HEIGHTS,6.092,18.239
2014,12188,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,0.321,18.239
2014,12188,041180000,SCHOOL DISTRICT  167,6.002,18.239
2014,12188,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,18.239
2014,12188,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,18.239
2014,12188,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,18.239
2014,12188,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,18.239
2014,12189,010010000,COUNTY OF COOK,0.568,12.087
2014,12189,010010001,CONSOLIDATED ELECTIONS,0.000,12.087
2014,12189,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,12.087
2014,12189,020030000,TOWN   BLOOM,0.219,12.087
2014,12189,020030002,GENERAL ASSISTANCE   BLOOM,0.084,12.087
2014,12189,020030003,ROAD AND BRIDGE BLOOM,0.068,12.087
2014,12189,041180000,SCHOOL DISTRICT  167,6.002,12.087
2014,12189,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,12.087
2014,12189,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,12.087
2014,12189,070200000,HOLBROOK FIRE PROTECTION DISTRICT,0.261,12.087
2014,12189,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,12.087
2014,12189,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,12.087
2014,12190,010010000,COUNTY OF COOK,0.568,12.435
2014,12190,010010001,CONSOLIDATED ELECTIONS,0.000,12.435
2014,12190,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,12.435
2014,12190,020030000,TOWN   BLOOM,0.219,12.435
2014,12190,020030002,GENERAL ASSISTANCE   BLOOM,0.084,12.435
2014,12190,020030003,ROAD AND BRIDGE BLOOM,0.068,12.435
2014,12190,041210000,SCHOOL DISTRICT  170,6.159,12.435
2014,12190,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,12.435
2014,12190,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,12.435
2014,12190,070370000,OLYMPIA GARDENS FIRE PROTECTION DISTRICT,0.452,12.435
2014,12190,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,12.435
2014,12190,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,12.435
2014,12191,010010000,COUNTY OF COOK,0.568,19.087
2014,12191,010010001,CONSOLIDATED ELECTIONS,0.000,19.087
2014,12191,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,19.087
2014,12191,020030000,TOWN   BLOOM,0.219,19.087
2014,12191,020030002,GENERAL ASSISTANCE   BLOOM,0.084,19.087
2014,12191,020030003,ROAD AND BRIDGE BLOOM,0.068,19.087
2014,12191,041180000,SCHOOL DISTRICT  167,6.002,19.087
2014,12191,042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,4.341,19.087
2014,12191,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.458,19.087
2014,12191,070200000,HOLBROOK FIRE PROTECTION DISTRICT,0.261,19.087
2014,12191,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,19.087
2014,12191,080350100,THORN CREEK BASIN SANITARY DIST SSA 2006-1,7.000,19.087
2014,12191,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,19.087
2014,12192,010010000,COUNTY OF COOK,0.568,19.248
2014,12192,010010001,CONSOLIDATED ELECTIONS,0.000,19.248
2014,12192,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.069,19.248
2014,12192,020030000,TOWN   BLOOM,0.219,19.248
2014,12192,020030002,GENERAL ASSISTANCE   BLOOM,0.084,19.248
